country,dataset,entity,name,label,typeName,tema_detectado
brasil,CP2010BRA,EMIGRA,M3061,Marca de imputação da V3061,integer,sin_clasificar
brasil,CP2010BRA,FAMILIA,FAMILIA,Número da família,integer,sin_clasificar
brasil,CP2010BRA,FAMILIA,NUMPES,Número de Pessoas na Família,integer,sin_clasificar
brasil,CP2010BRA,FAMILIA,PERCAPITA,Rendimento familiar per capita em julho de 2010,real,sin_clasificar
brasil,CP2010BRA,FAMILIA,PERCPTSM,Rendimento familiar per capita em nº de salários mínimos em julho de 2010,real,sin_clasificar
brasil,CP2010BRA,MORT,M0703,Marca de imputação da V0703,integer,sin_clasificar
brasil,CP2010BRA,MORT,M0704,Marca de imputação da V0704,integer,sin_clasificar
brasil,CP2010BRA,MORT,M7051,Marca de imputação da V7051,integer,sin_clasificar
brasil,CP2010BRA,MORT,M7052,Marca de imputação da V7052,integer,sin_clasificar
brasil,CP2010BRA,MORT,MOIDANO,"Idade ao falecer, em anos",integer,sin_clasificar
brasil,CP2010BRA,MORT,MOIDMES,"Idade ao falecer, em meses",integer,sin_clasificar
brasil,CP2010BRA,MORT,MOMESANO,Mês e ano de falecimento,integer,sin_clasificar
brasil,CP2010BRA,MORT,MOSEXO,Sexo,integer,sin_clasificar
brasil,CP2010BRA,MUNIC,IDMUNIC,Identificação de Município,string,sin_clasificar
brasil,CP2010BRA,MUNIC,MESOCOD,Código das Mesorregiões,integer,sin_clasificar
brasil,CP2010BRA,MUNIC,MESONOME,Nome das Mesorregiões,string,sin_clasificar
brasil,CP2010BRA,MUNIC,MICROCOD,Código das Microregiões,integer,sin_clasificar
brasil,CP2010BRA,MUNIC,MICRONOME,Nome das Microregiões,string,sin_clasificar
brasil,CP2010BRA,MUNIC,MUNIC,Município,integer,sin_clasificar
brasil,CP2010BRA,MUNIC,MUNICNOME,Nome dos Municípios,string,sin_clasificar
brasil,CP2010BRA,MUNIC,RM,Região metropolitana,integer,sin_clasificar
brasil,CP2010BRA,MUNIC,UFMUNIC,Composição de UF e MUNIC,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,AJUDA,Trabalhou em ajuda a morador sem pagamento,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,APOSENT,Tinha rendimento mensal de aposentadoria,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,AQUI,Nasceu neste município,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,AQUIUF,Nasceu nesta Unidade da Federação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,ATIV,Atividade,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,ATIV2000,Qual era a atividade principal do empreendimento em que tinha esse trabalho? - código 2000,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,BOLSAFAM,Tinha rendimento mensal de Programa Social Bolsa-Família ou PETI,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CAMINHAR,Dificuldade permanente de Caminhar ou subir degraus,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CATEMP,Subgrupo e categoria do emprego,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CONDATIV,Condição de atividade,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CONDOCUP,Condição de ocupação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,COR,Cor ou Raça,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSO,Curso que frequenta,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOCONC,Conclusão deste curso,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSODOUT,Curso de Doutorado,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSODOUTG,Curso de Doutorado - Grupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSODOUTS,Curso de Doutorado - Subgrupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOESP,Espécie do curso mais elevado concluido,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOGRAD,Curso Superior de graduação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOGRADG,Curso Superior de Graduação - Grupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOGRADS,Curso Superior de Graduação - Subgrupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOMAIS,Curso mais elevado que frequentou,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOMEST,Curso de Mestrado,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOMESTG,Curso de Mestrado - Grupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,CURSOMESTS,Curso de Mestrado - Subgrupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,DISPONIVEL,"Se tivesse conseguido trabalho, estaria disponível para assumi-lo",integer,sin_clasificar
brasil,CP2010BRA,PESSOA,EMPREG,Pessoas empregadas neste trabalho,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,ENXERGAR,Dificuldade permanente de Enxergar,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,ESTCIVL,Estado Civil,integer,sin_clasificar
